Name,Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
TRPS,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRPS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TRPS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TRPS,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRPS,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRPS,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRPS,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRPS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TRPS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
TRUB,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TRUB,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TRUB,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TRUB,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRUB,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRUB,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRUB,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TRUB,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TRUB,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
TSMP,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSMP,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TSMP,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TSMP,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSMP,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSMP,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSMP,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSMP,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TSMP,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
TSZS,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TSZS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TSZS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TSZS,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSZS,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSZS,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSZS,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TSZS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TSZS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
TTK,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TTK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TTK,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTK,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTK,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTK,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TTK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
TTKO,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
TTKO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
TTKO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
TTKO,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTKO,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTKO,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTKO,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
TTKO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
TTKO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
UNI,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
UNI,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
UNI,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
UNI,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
UNI,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
UNI,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
UNI,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
UNI,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
UNI,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
USJE,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
USJE,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
USJE,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
USJE,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
USJE,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
USJE,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
USJE,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
USJE,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
USJE,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VARG,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VARG,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VARG,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VARG,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VARG,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VARG,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VARG,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VARG,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VARG,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VFPM,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VFPM,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VFPM,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VFPM,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VFPM,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VFPM,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VFPM,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VFPM,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VFPM,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VITA,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VITA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VITA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VITA,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VITA,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VITA,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VITA,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VITA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VITA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VROS,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VROS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VROS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VROS,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VROS,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VROS,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VROS,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VROS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VROS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VSC,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VSC,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VSC,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VSC,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VSC,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VSC,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VSC,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VSC,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VSC,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
VTKS,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
VTKS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
VTKS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
VTKS,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VTKS,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VTKS,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VTKS,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
VTKS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
VTKS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
ZAS,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZAS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
ZAS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
ZAS,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZAS,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZAS,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZAS,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZAS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
ZAS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
ZILU,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILU,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
ZILU,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
ZILU,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILU,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILU,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILU,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILU,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
ZILU,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
ZILUP,08.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,07.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,06.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,05.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,04.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,01.11.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,31.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,30.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,29.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,28.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,25.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,24.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,22.10.2024,"1.650,00",,,"1.650,00","0,00",0,0,0
ZILUP,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
ZILUP,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
ZILUP,17.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILUP,16.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILUP,15.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILUP,14.10.2024,"1.700,00",,,"1.700,00","0,00",0,0,0
ZILUP,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
ZILUP,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
